sim31,sim32,sim33,sim34,sim35,sim36,sim37,sim38
11573981_4,17069034_5,15446339_3,3585335_3,16124883_5,19148887_2,5592913_4,14239943_5
5099142_1,11621357_4,9232482_5,4151778_4,13459423_4,1593269_4,4817094_4,13191972_1
12388413_5,25384138_5,16665700_1,9776297_2,3156880_2,14547303_5,17766394_1,10531010_3
11478056_5,17231642_2,26807662_1,15949977_2,29738459_1,5487262_3,10581504_5,15369385_5
5939022_3,10774920_5,12283910_1,17171357_2,1074380_1,16462785_1,22785288_5,21850065_1
16481399_2,28332870_1,2735694_4,18203790_2,10031757_2,6414202_2,15957923_3,2303758_4
670849_4,9528094_2,28208026_1,18595424_5,6654624_5,14970684_3,2001517_1,8901629_4
24222095_1,11502292_4,11513439_1,7944914_5,4251309_4,2333509_5,5796177_1,22354435_3
11502192_3,18149868_5,21697959_5,26362302_5,19383178_5,13949998_5,23112548_1,2506118_4
21639248_3,18550410_1,10040366_4,6234104_4,17337887_3,5493758_2,1614895_3,9978633_5
6409912_4,6765983_1,24708988_5,5286821_2,26020580_5,8177668_1,11612748_3,31034_2
1133597_4,8259101_2,6807092_4,24669457_5,16660716_2,15935572_1,12648080_1,10771310_2
16347713_1,6992203_2,11878231_3,4286180_3,13980165_3,3134643_1,8895405_2,21762613_1
16716683_3,7029502_1,9766899_3,15768192_5,11457933_5,7456205_5,23095180_5,23272582_1
8156679_5,25753223_5,6055989_4,8259101_2,5387469_3,6030315_5,9049935_5,7292761_2
22809338_3,4913383_1,17121100_5,10441806_1,11786205_1,8557977_2,5994190_3,8390706_5
1924957_3,16239722_5,16727874_1,21054400_1,21651950_1,18712696_3,11644820_1,17356834_4
16963177_3,17014896_1,12149820_1,8577194_2,22032878_1,12583963_3,3529036_4,12162010_3
10518650_1,9220155_5,4194512_1,4306347_4,14344003_3,17109883_4,12753454_2,9827956_5
2463724_2,6561652_1,1069928_2,8004246_5,18935682_3,3211211_2,19231672_1,12647900_1
9666484_4,20640378_5,29808956_1,22810240_5,24319228_1,14736775_5,9609345_5,4993481_4
16451134_1,7043893_4,8259101_2,9744925_3,10543629_5,10939001_4,6643317_1,15790150_2
15533758_3,9025862_5,9146670_2,15054085_4,21412638_1,6274258_1,6230023_5,3463343_3
1018322_3,8260820_1,13335130_1,10379967_5,18793807_1,18985529_5,20960435_1,22178137_3
23492322_1,1600565_2,3930897_2,1851176_4,10953529_3,16452723_2,22829492_5,15491286_3
13255192_1,11233028_1,14802846_5,15423285_1,23022690_3,13944769_2,9174360_1,8133274_3
19462567_3,925547_5,17566796_3,3396247_1,19350607_5,8599193_2,16562238_1,13094774_2
14087094_5,9800230_1,27467148_1,15242904_3,228359_4,1587153_3,13024686_1,11101448_1
10342298_2,24284075_1,21651950_1,22306846_3,15759912_1,29393976_1,19640370_1,21267657_3
23141126_1,13493081_4,17140892_3,23324550_1,6320682_2,24280379_5,16151981_2,8618512_2
10884733_5,1193120_4,15681649_3,8297379_1,4763827_4,6228260_4,7409180_4,1747159_3
872216_2,28516097_1,15244912_5,9967199_4,13310388_3,17099513_1,24534477_1,13706061_4
7925677_2,1481972_5,5551822_1,21894629_3,3463394_3,11490167_3,12076263_2,4509000_3
7868849_5,24433383_1,18528436_5,13511178_4,22077808_1,5147049_5,19318259_1,6731624_2
969006_3,17921900_5,22549942_1,6832410_4,21423960_3,12242655_3,22310289_3,12244976_5
29304339_1,5460887_4,14072377_5,15906512_5,12759849_3,23856391_1,5143401_1,12487713_3
21053797_3,17013050_3,20243015_5,11588217_1,7677644_4,24325815_1,16727176_3,14402258_4
10417177_5,17916471_3,9242637_3,14252718_3,16423680_1,2235185_2,15801551_2,9528094_2
9141739_4,13791896_5,19412001_5,17579391_5,30418334_1,13538184_5,180425_4,16069567_1
19722966_1,5837658_2,18395950_1,6325733_2,17368710_5,2166865_2,7407041_4,13436728_3
14757789_2,7262299_4,8403292_5,976950_5,17258207_1,5036518_4,2617461_2,21584123_3
15681381_2,21835337_5,4306557_4,12951351_5,10654260_5,22423574_5,5258799_1,19436722_2
18677390_5,16880319_1,5883645_2,5956525_5,50550_4,2364916_2,4258989_4,19624087_1
13700907_5,7348941_4,12032517_3,19516451_1,15268591_5,3934410_1,16451403_1,25118243_1
21240309_1,12937246_4,24724771_1,22103804_1,19913105_5,12699321_1,14360050_3,2745448_5
2368532_3,20498957_5,6409903_3,7175915_5,5620362_2,2870782_4,4578737_3,2886684_4
17122054_3,4558178_2,20943688_5,25067968_5,492590_4,23882947_1,5333798_4,602140_4
21993894_1,6237742_1,7582140_4,4970838_3,23032273_1,459895_3,6399867_2,9669479_2
13717488_4,23100044_3,3835630_4,17148421_2,15948933_3,4510439_4,15826832_1,8981423_4
19151724_2,17673790_3,20195272_3,18881073_3,5892270_2,12311432_3,24252374_1,5625961_2
16801097_5,15810443_5,16437054_3,18065431_3,7876306_2,4190367_3,11651139_2,3210495_1
9601233_4,19465128_5,12502096_3,10174825_3,8287815_1,10454965_2,12334047_2,5306055_4
5430236_4,25160456_1,7771516_3,14998764_5,15488820_1,16659837_4,2172097_5,15187565_5
5309409_4,1262486_4,12670166_4,3617381_3,2367391_1,24053746_1,13405794_1,989939_2
18143715_4,9091215_4,19341757_3,13700907_5,17588069_5,8941678_1,18072672_2,2534578_3
1471414_2,23090363_5,9564437_4,18562146_5,3131918_4,4643117_4,21756748_5,11777351_2
12967918_5,10296165_2,13288205_1,24907417_1,16281556_1,580315_5,5007484_2,3924412_1
24847051_1,15020919_5,16629640_2,16626424_5,6138166_1,16122680_5,3501466_3,5143401_1
16709549_3,14696115_1,8063014_4,6228260_4,2587660_1,15711559_1,1432575_4,8496505_5
7120804_3,4200755_2,15074201_2,7598611_5,10641619_4,13102739_1,5697749_1,16590347_1
12815710_2,25003629_1,822539_5,4612383_4,1996808_2,12275290_1,24747473_1,14477486_3
2190332_2,8273556_3,16092888_3,13743500_4,4086872_2,8137899_1,16659837_4,5462588_4
8852900_2,17093344_5,15915650_5,15716962_3,16123239_1,3460981_4,19573438_3,9854762_5
21787482_3,29425652_1,14077759_4,14842072_5,4345857_2,10953529_3,23788431_1,7570501_1
15166707_5,6540717_3,11106488_3,5826281_1,9312661_2,19038269_5,24962078_1,12186131_3
12283910_1,24341912_1,22688843_1,29977854_1,18091966_2,9079961_5,10557028_2,19919753_3
17255620_3,24708988_5,10342298_2,9967212_3,17490272_3,1241922_1,9882359_4,6674867_4
9393539_3,19568963_3,5187195_5,17916471_3,5441956_3,12891678_3,2794280_4,3544699_3
1289537_4,6433537_5,4062668_5,12233037_2,17975974_2,23874356_5,648665_3,12648080_1
8060451_3,15045674_3,3433127_1,7680009_4,14555477_4,17037258_3,5798711_3,13040843_3
9130378_5,11116085_4,23112548_1,2383709_2,15826832_1,1069290_4,18434590_5,10244726_4
15234677_5,6888664_5,5555292_4,7491049_5,17388460_3,1329450_4,23874356_5,3297127_1
27860345_1,12441254_1,26148859_1,13692537_2,5859506_2,18018045_4,2077317_4,13885835_3
10849056_5,22352243_3,25760042_1,22128264_5,18205067_2,17834645_1,6540193_2,12358219_5
7124896_1,2107675_2,15113528_3,4127439_4,5939022_3,127601_4,14043454_3,9958634_4
7025334_5,7669516_4,10074968_5,2574227_4,1020382_5,9253190_3,13100876_1,18805225_5
12845381_3,30238312_1,17381720_2,16436233_1,6621831_3,7902278_2,13886771_4,22988259_1
1431913_4,8068152_3,13738332_4,9079605_3,16691721_4,1084721_2,353061_4,23821205_5
13309391_2,16069567_1,6207648_5,15447591_5,26966490_1,4273964_3,12075397_4,21394128_1
26044185_1,7873319_3,13765178_1,9494421_4,22317294_1,8576766_5,8285372_3,23057633_1
1795663_5,8297379_1,15861740_3,5485816_3,876874_4,18085416_5,9038390_3,7227982_1
13894980_5,14250036_3,13271630_3,15696698_2,17524301_5,12607710_5,185866_2,7512383_5
16907894_1,748208_2,8853614_4,17220117_3,20723192_1,9993159_3,2993668_2,645215_4
286645_2,7817006_2,16358301_1,19669910_3,20498957_5,7201021_5,5078627_4,15394544_5
25263868_1,7232951_2,17945030_5,6477354_4,12458060_2,4995007_2,23158458_1,21852435_5
15762288_5,15923141_1,7146010_2,25384138_5,8479079_1,4265657_2,3558745_3,10529682_1
26824393_1,9226057_3,19464739_3,15295334_4,16108053_3,8006499_4,8931730_1,15215664_5
1534757_2,18909545_5,29383141_1,6511050_2,9100978_3,16097703_5,3106904_5,12283910_1
16427945_3,4106567_2,16252732_5,8892361_4,1170782_4,17660920_1,2821904_5,19251816_1
8071753_4,8832422_5,9479250_4,9449627_5,21996665_1,15861677_1,16451134_1,2014746_5
12210567_1,4728074_4,19890486_1,8014458_3,5100962_4,23949304_5,1257011_4,4665372_3
14134615_2,9184989_2,10174825_3,16739932_1,10798246_3,10746913_2,3656318_2,26390650_5
14028868_2,5836216_2,6249371_3,2117657_4,1645541_3,17046271_3,22642504_3,22777569_5
17032146_3,13252166_3,5739767_2,2812190_5,11067934_1,8436431_1,14404141_3,1614895_3
3071260_2,4539155_3,19449372_3,8733294_4,22117706_5,20402593_1,8617621_2,6945863_4
11731109_2,524539_4,8044741_1,9176405_4,12697653_3,21251842_5,7059173_2,13624609_5
7888676_2,8596119_5,14667440_3,16158445_1,14723368_4,7915234_1,16041760_1,15922876_1
16162971_3,22732637_1,11698154_3,22868280_1,29393976_1,10104733_4,17429293_1,13819061_2
9250571_2,15273973_2,2371619_2,8033576_5,12511372_3,9233012_1,12544264_3,10890601_2
12512394_2,7890326_2,25696579_5,10570794_2,14971821_2,10435864_2,16868851_3,14598929_5
9039082_4,8791949_5,5065628_4,23658889_1,6724190_2,8539521_4,349867_5,18845215_1
7224103_4,5350515_5,10534106_3,21068995_3,5579143_4,22300756_5,17894162_3,10049523_5
11401951_2,5009819_4,18764114_3,23272582_1,17574322_3,4837482_2,11021175_1,7672122_3
2462640_4,24286469_1,2671074_3,16189102_1,9617204_3,12346958_3,5849440_4,7216352_4
12460616_1,7060514_5,17826161_1,22587534_1,6920037_4,11389686_4,13396525_4,4642959_2
9353483_4,12311432_3,602140_4,15126186_3,19835966_5,5218186_2,18085416_5,1282557_5
8207807_5,18076562_2,4896124_4,19919753_3,11668097_1,80062_4,17593394_5,11765681_3
2047446_1,3219812_5,19509230_2,4591695_3,4880835_4,5204753_4,17796678_5,3126389_2
17381720_2,26334373_5,13852100_1,8831788_5,24282289_1,1906946_4,13167674_2,3114433_2
7178085_1,12755757_2,22667195_1,24600861_1,4811294_2,2102849_2,22309584_1,6018742_5
16759980_1,17584122_1,2331082_4,5376550_5,19376135_3,3517848_5,11966083_3,11649675_5
20020413_3,11786205_1,6204467_2,6588619_4,5511389_2,2614881_4,18154285_5,3579926_4
4047728_2,21603034_5,5967894_5,5347317_2,8138463_3,2138620_3,17865562_3,16299100_2
1850315_4,10826477_2,19819713_5,25246368_1,17469202_5,2226766_2,11596092_5,16038991_1
26871744_1,10454935_4,5830680_5,3562936_2,11936170_1,16078843_1,7873319_3,4837739_5
20953002_5,23779585_5,7161400_2,15923141_1,7392622_3,18414778_4,7166560_1,6309098_2
24850244_1,24969790_5,25003988_5,30158193_1,18434590_5,806539_5,9252737_5,3681703_2
15805259_3,9100643_3,15582315_2,17643776_4,12446682_2,569887_5,1193120_4,17849245_1
8386600_3,11708353_2,13049108_5,23126718_1,18164849_2,17668530_3,11101448_1,4232382_4
17666599_1,8442185_4,23521994_1,13989180_5,19908006_1,18386399_5,16210148_1,8228092_5
8234811_3,10661598_5,8506840_4,20976440_5,15148310_5,17001091_5,2107675_2,24661463_1
7727852_4,13459423_4,10097827_4,8110004_2,14342395_4,749395_4,5147320_1,6079996_3
8554603_5,2019922_4,19496357_3,9208138_2,16632612_3,5953410_2,10149915_4,26924854_5
4447610_2,8231278_3,9652642_5,15203349_3,7407041_4,11108730_3,17320330_1,13150776_3
23494937_1,5451771_2,8208899_3,11102474_5,5248329_2,7631483_3,11313443_5,18329785_2
17236664_1,13312403_3,4286402_3,2376098_4,9516085_5,13254725_1,9644199_4,23808464_1
5693914_3,10811756_4,13241941_2,5497032_3,673330_2,1012930_4,19488305_5,2233874_4
10220918_5,19665543_2,22189948_5,10479914_4,2606276_5,12350995_1,649334_4,12750321_5
8695212_1,5805246_4,5807133_2,13080063_3,6723053_5,16896720_5,17501133_3,5354644_2
2040506_3,26708458_1,13389381_4,8279735_2,1761460_5,24007404_1,24202511_5,11074237_3
2398488_2,9524002_4,602439_2,1597290_3,5914850_2,436503_5,7288433_1,26777015_5
8892361_4,15223164_2,5310611_2,16325241_3,16291975_4,15640331_5,862603_2,16063796_5
9973406_2,9449627_5,7486362_5,14858185_5,11573981_4,26118196_1,13923374_3,13172166_2
26543844_5,15656964_3,18174455_4,17387361_3,4996289_4,1453266_1,8182619_3,18155913_5
11406657_3,18028434_3,19385988_1,3808025_4,2579824_4,19268715_2,5021346_2,22616001_1
2301140_2,11968850_1,19136600_3,12328754_2,11366450_4,19896596_1,16402441_1,5713083_2
1709231_2,21032764_5,4334284_1,1123048_4,4196659_2,10877989_4,13441463_4,18606751_5
1613839_4,8568534_2,19249545_1,3682823_4,3463343_3,18860978_3,16010819_3,6316114_4
1613863_4,4518707_2,21534413_5,12499323_1,24729604_1,3777690_1,10652927_1,13929404_3
24114438_1,9669479_2,11298491_1,811008_2,16766731_3,8277080_5,8903487_4,7739331_4
9312982_2,17710167_3,11996280_5,28593249_1,16159827_5,4285877_2,3236799_1,3461696_4
23436645_1,7615488_4,13896342_2,14077918_1,18337160_3,2722321_3,7846011_1,29836732_1
1272747_5,19767365_5,49227_4,8977977_3,23156121_1,610625_1,3716355_1,9098334_5
4547473_2,13088402_5,5833288_4,5727419_2,1781069_2,18378294_4,26161406_1,16164141_3
27897496_1,22886784_3,5898625_3,12279348_3,403126_2,12413391_4,22609513_1,15522494_5
8398015_5,3086269_2,17865426_5,4133360_4,23803905_1,13649998_4,12466917_2,18539986_4
17597070_3,7948636_4,4454261_2,2128641_2,23371164_1,9597238_4,11445270_5,14216282_5
21584123_3,1307422_1,15187565_5,22272795_1,22245430_1,26409476_5,17092325_3,285609_4
6138166_1,2238483_2,2506118_4,3895512_5,17566695_5,15292162_5,6611265_2,19669910_3
15846160_4,2054056_4,14288739_5,21423960_3,21310273_5,11135158_1,9413816_1,11524033_4
19358239_3,22952834_1,8521057_4,3156880_2,20377757_5,15942612_3,16963177_3,4427081_2
14559979_3,25740450_1,24186081_5,14413048_3,2617461_2,13260603_4,7070610_1,4188446_5
15739239_3,12964673_5,571590_4,4986651_3,18570353_5,4217502_4,18065431_3,13646985_4
22021276_1,13467823_3,12454205_2,14778820_5,9959047_5,5739767_2,11943163_3,7327524_3
21727481_3,5081171_3,16593492_3,12769396_3,11734756_1,18292388_5,24078942_5,8577194_2
13949374_3,17108352_4,11655307_3,9996276_1,5560254_1,13179887_2,5081171_3,13896818_3
17561511_4,2771814_4,1091914_4,8360188_2,9103600_4,21596695_1,16252732_5,5081171_3
24534477_1,15954284_2,1044140_5,12866761_1,13760825_4,14697454_3,4232585_2,9359707_4
18962795_1,4701487_2,6572765_1,16632612_3,11515380_1,1023136_2,14051719_1,11233028_1
9413816_1,23205441_1,4234171_2,11075652_1,8467074_3,2330175_2,11773347_3,2301140_2
6685745_5,24569670_5,12505445_3,7176384_4,15083771_3,12134834_4,5805614_2,4661778_1
5991616_2,17131779_3,12376706_1,4284417_4,16954423_4,15091136_5,19604926_2,10308009_3
13463761_3,11735376_2,16683099_3,17016408_5,13544764_5,10507350_5,361557_4,10959114_5
5737628_4,19952067_5,6409115_4,1757089_4,14087094_5,7348941_4,16246934_1,12736676_3
16108053_3,18776105_5,3328457_4,4013179_4,12498449_1,17053141_5,120578_5,2472954_4
16259854_5,22276454_5,3031696_2,7037489_5,9172918_5,4234171_2,20930884_1,18296260_2
1257011_4,7495273_5,16191815_3,17411131_1,16272283_3,13000054_2,12599199_4,16019768_5
23571935_1,22801988_5,8133395_1,16649602_3,14268720_4,18056253_1,9136668_3,19682046_5
25748637_1,2117657_4,10461546_3,5666896_4,10650209_2,11667093_5,12013755_3,7421465_2
15811694_5,19295026_1,4294409_4,28433239_1,5187866_1,17140892_3,1009624_4,16604299_1
1174716_2,19296100_3,16356297_5,16704530_1,6446946_2,13092626_1,1271041_5,6724190_2
4330942_1,5854625_4,80062_4,16124825_1,6135856_1,17908074_3,24909996_1,28133733_1
3115249_3,6596194_1,7817006_2,16936800_1,8189260_3,4165097_4,8378286_2,23403270_1
10182159_2,23521994_1,22530703_1,5100963_5,3727294_5,21470633_1,7103890_2,3543029_2
26899430_5,6902397_4,6030315_5,22089443_1,9583434_4,25010214_1,746173_2,7648781_5
18098323_5,1906946_4,17921900_5,14736775_5,13242323_4,8309228_1,2398488_2,16316796_3
3581093_3,1200681_3,5440069_3,10863655_4,17766394_1,1656165_1,14697454_3,5244837_2
3617631_3,14777457_4,24661463_1,17402319_5,440378_2,6538435_2,11668097_1,19111501_2
16590347_1,25759793_1,5304826_3,11478248_3,25759793_1,16020087_5,66618_4,15826832_1
5867148_2,20153964_1,15044148_3,607970_2,12792828_2,22780379_1,1539922_5,7280818_4
19045961_2,7667870_2,18192151_4,2145053_5,13756663_5,15945873_3,25003988_5,17426540_4
3676325_2,5616607_3,22188133_5,18205067_2,502142_3,13571143_3,17130737_5,8091201_3
11150621_2,8352647_1,10162589_5,5272957_5,16309140_3,16709549_3,17336929_4,4527384_2
9876189_2,7756019_5,11588727_5,9597238_4,22354435_3,6966330_2,10271640_3,26425508_1
26409476_5,24904746_1,2355333_3,1066258_4,13909893_3,18557906_5,29601738_1,13492556_4
24337652_5,8238344_1,13474676_2,25130811_1,21836401_5,1982800_4,6012069_1,18656557_3
4537665_4,4288947_3,8981217_4,16562238_1,3329440_1,21603308_5,12196492_3,21157498_3
5778989_2,26743704_5,10180442_4,4503575_2,7792808_5,8733294_4,10773357_4,14245036_5
20153964_1,4811294_2,19826799_1,24916752_1,1629799_4,15033237_5,23768796_1,24995777_1
16670527_5,8007599_2,7729736_4,7333410_3,15801551_2,13294097_3,16727874_1,4868475_5
17727629_5,17908125_4,12466590_2,22521177_3,6837322_2,15726059_1,16003291_3,16328028_1
4519776_4,11505332_1,11093302_1,19376135_3,16620127_4,1948073_2,5502040_5,22165814_1
6221049_5,1447131_2,11671795_2,11312846_5,16707601_3,17108352_4,14258355_2,2828391_4
17378842_3,3884209_1,16877995_3,18762433_1,19736586_1,1044140_5,9957189_5,23227602_3
13586250_4,14113888_5,3370684_4,5517414_3,15519647_5,21639248_3,7777957_1,19456184_5
10253337_3,30217054_1,11117679_3,21750744_1,6648719_2,11500832_3,12411962_1,1059745_4
25279578_5,23894363_1,23282910_5,8266561_3,17118145_5,16212459_5,3159305_4,7890066_5
22688843_1,482806_3,13664691_4,17318071_5,4254907_4,11276111_3,16299782_1,23184664_5
24661463_1,5369333_2,16994826_1,15779055_5,1272747_5,14209043_5,15443536_1,17447601_5
26362302_5,2585075_4,16353832_1,13791039_5,13020096_2,9122583_5,20254286_3,5228286_3
10435864_2,17975974_2,4285417_3,21524904_1,9729288_5,4146006_4,14371886_2,15995652_1
5993397_2,9713830_3,3534403_4,18859316_3,14291107_2,8521057_4,13111622_3,9547559_4
5090862_4,7846011_1,4559548_1,24142198_5,3717341_5,10258469_4,19251816_1,8607819_4
11966359_3,6700291_2,10285129_5,17365632_1,12265966_5,10545513_3,11027951_1,12374171_1
17130737_5,9308477_2,7653597_5,11490167_3,6403484_1,10764280_3,11585692_5,5859506_2
9019815_1,8512329_5,18334429_2,7667870_2,12561593_3,6629932_4,12951780_3,6795127_4
17394377_4,6842829_2,26155556_1,24705394_1,5023586_2,13589997_4,22850104_1,24277283_5
3589889_1,19884863_3,3906129_4,1380805_4,12119275_3,8302588_1,16935386_1,12697653_3
18022448_3,14499053_4,4597529_2,3989890_2,13101482_3,10973093_4,3584467_1,14736775_5
17677747_5,9933195_5,10888025_3,17561460_5,257870_3,1337690_3,15727784_3,29900122_1
4470571_4,3529036_4,22457990_5,7869335_5,11540355_4,8852900_2,6976500_4,15029099_5
15713194_5,8880118_2,19209557_2,16948878_3,22044168_3,25332338_5,12980045_4,6937052_2
8743551_1,4499194_2,14768638_5,11852450_4,9194858_5,12737538_4,25696839_1,9576585_1
15756288_1,4996568_2,19508615_3,22895066_1,18203790_2,13494120_4,16861977_1,9126393_3
14252718_3,19226367_5,9258291_5,24341912_1,16700939_1,5189700_4,18675983_3,12701149_3
13524622_1,18394378_3,11828684_1,4273964_3,1012930_4,26404741_5,4254759_3,3517116_3
4103514_3,26859676_1,867211_1,12160543_2,12028022_1,472432_2,7011737_2,14557503_5
26029956_5,918319_1,10977701_5,16808548_5,8267769_4,11178315_4,8236587_1,7153177_3
3755347_3,8088947_1,20377178_5,15945873_3,9770232_4,7033033_2,1220819_1,9753621_5
14483164_2,20379636_3,11936363_2,8635035_5,2380172_2,19350607_5,17493198_5,573098_3
24236377_1,30245738_1,4268130_4,10114873_1,8309228_1,17326388_1,6468109_4,10069876_2
12454205_2,288798_5,15426283_5,9917023_1,21922920_5,21499877_5,6919555_5,8562445_5
8007805_4,14245036_5,21054400_1,740312_3,21693425_1,7907691_4,10515481_1,11251978_1
19207976_3,7039101_5,18832850_3,16206649_5,17504677_1,9106929_5,17620675_1,5783043_2
15727784_3,5078627_4,14614889_3,8904870_5,4415799_3,24550342_1,9105626_3,10610434_5
25554531_1,3562936_2,10069816_2,5850771_4,18090385_1,25759793_1,7919865_2,3115249_3
21293041_3,3832301_1,957321_3,3733807_1,11699293_4,18881073_3,16282444_2,1203042_2
15018507_3,10525311_3,20953002_5,624186_2,12032517_3,16862100_1,19605605_3,22340485_5
9862615_4,5579953_3,3744717_5,15522081_2,11327716_1,15086494_5,26288228_5,29514721_1
2014746_5,12166481_4,16040017_5,4974894_1,22211911_3,4865888_3,6474127_2,29535008_1
16079296_4,9224603_1,22310289_3,8753985_5,13405445_4,12743726_2,2022756_2,1302704_1
10654260_5,22457990_5,15246352_5,31091_2,10978533_5,31091_2,16184184_3,11416095_5
11588727_5,3114433_2,891939_5,16262032_1,2989808_2,2943031_2,6324753_2,5081928_2
13361032_4,18742070_1,746173_2,15448656_3,7768817_4,8485966_5,8565769_2,3035779_2
21850100_5,7176384_4,3706304_5,14142568_1,18602664_5,12036824_1,3028817_3,11779373_3
13407293_1,15608588_1,22008499_3,12013755_3,12710933_2,1431913_4,13927864_4,9762170_1
18592368_3,12166295_3,17750003_3,11457933_5,4550411_2,12441254_1,3827941_5,8811946_5
25516300_1,25010214_1,9449627_5,20318368_3,6736013_5,12345825_1,11834890_2,11322939_2
4597529_2,13799323_4,25613557_1,17447601_5,9747900_5,12069314_5,8448232_5,16399525_5
24017622_5,15759912_1,6621831_3,14057131_5,2952536_2,22607132_1,22245430_1,21863691_1
15924113_4,1613863_4,26477396_1,13288205_1,2614881_4,2701784_3,12744779_3,18527825_3
25867041_1,11155198_4,14886962_3,10838650_3,20957681_1,6964406_2,6876147_4,2781769_4
17591929_5,14184362_1,4447740_4,8326952_4,17593394_5,4091225_4,7208841_4,4419707_4
14072377_5,6062955_3,10173735_4,12543118_1,13490676_3,22381110_5,17464173_3,18972491_1
3894266_4,2615287_5,23261687_1,5090753_4,11044890_1,15933672_5,24163646_1,7388853_5
11968850_1,20097662_1,11556486_1,9993159_3,19113897_5,11873426_3,16912085_1,6810846_1
16676034_1,4930258_3,9450606_4,13017139_3,23914289_1,13227487_1,15814194_5,28542308_1
6724190_2,17020415_1,17130101_3,15961745_1,19722966_1,14206734_5,14627748_5,10670316_1
7677644_4,3676325_2,20221929_1,13100876_1,22316833_5,6507653_4,13433692_3,4991774_2
2239177_2,13119610_4,11359582_4,29611588_1,11108730_3,19520873_1,4672111_1,12576313_5
4915553_4,12079962_1,12954361_4,7868849_5,3157124_3,5327111_3,19391961_1,20290002_5
15057871_1,14073910_4,12755355_3,22840211_1,2393038_2,27422279_1,19226367_5,27110356_1
9692894_4,20516797_5,2736379_5,3580163_2,3517116_3,5049396_2,5579143_4,17418123_3
3849397_2,6018742_5,3632256_1,9079961_5,18486192_5,24559935_1,1735476_5,6094826_3
1645431_1,8283200_2,22104291_1,12676650_2,1953195_1,11731109_2,15540609_3,5060094_4
15592104_5,16048988_4,5237861_2,5593484_5,28877269_1,17657005_1,16808548_5,15813210_5
6513794_1,5087671_4,11786188_5,17368231_3,16961588_3,17030100_3,2211218_2,21964534_3
6729096_3,17505039_1,8030677_2,2143166_2,7765617_4,10368251_5,12981614_1,12749673_4
19439140_1,23156121_1,10480256_1,22098716_1,14534417_3,5026352_4,28755541_1,16255281_1
8153160_2,14525370_3,14066391_5,24549530_1,12476449_3,10624306_2,1941073_2,3585335_3
9582447_4,22300756_5,7215022_3,23741080_5,13761338_1,16124883_5,2616550_2,5149878_5
9569272_1,16038862_5,15830379_3,15826832_1,23532701_1,7841279_4,16907894_1,7833989_4
25581190_1,9236033_1,24859758_5,16605651_3,14802846_5,8044995_5,4787786_4,22295354_1
25610090_1,4738546_4,6153869_2,6130793_4,23062948_5,14563864_4,12489098_1,17891178_2
23423974_1,16437054_3,29662214_1,21574114_3,2998383_3,15754684_3,6868776_1,10624359_1
15403779_3,21258175_5,85504_4,15475718_5,29623730_1,18947884_3,13586250_4,5824023_2
12732645_5,1552442_4,13833504_2,9781913_3,16670304_2,23016151_3,8287433_4,22004099_1
9014594_3,2799512_4,12079962_1,3984019_3,10369766_4,26756449_1,1489082_5,16542869_2
10843375_3,10193405_5,21565550_1,15614271_1,4883840_3,19916017_3,22378541_3,14563804_3
21103915_1,13573862_1,7893831_4,12954361_4,15522646_2,9342953_5,2998383_3,21328150_1
8005963_4,4590906_2,252770_4,18044902_5,2462640_4,21395384_1,4143720_4,7643576_1
13817476_5,1827735_4,15881845_1,3145937_1,4913383_1,5837658_2,1833718_4,3867018_2
10060520_5,19090575_3,5541763_4,8813495_3,22902335_3,13005886_1,6197302_2,17088308_1
10422111_5,13160532_4,9922025_5,12518808_3,8085371_1,8978137_3,12445214_3,10489755_3
8198912_3,24642040_1,13102739_1,300941_4,7693345_3,5635940_4,6676968_3,497852_2
8133274_3,18773093_3,5690957_2,1955461_4,16679291_5,24436569_5,12777372_3,10712154_5
21723410_1,2989808_2,13675184_4,18235826_4,18924281_3,14551558_5,20170486_5,4503575_2
25436381_5,15681381_2,21516795_5,23156267_1,26286442_1,12661335_5,2461592_4,11432134_3
12544882_1,7536522_5,16009289_5,5939022_3,10193405_5,15484221_5,4114255_4,5026352_4
9002189_5,24271528_1,4273964_3,4880835_4,17400154_3,16005525_3,19338022_5,12491889_1
8856569_4,7902278_2,9302297_5,1668531_2,13358373_3,890360_2,4390467_4,16507379_4
16914341_5,3823430_1,7613757_4,16040017_5,8880118_2,12032517_3,645073_1,1149242_2
14949318_5,28964088_1,4127439_4,17515511_5,12544264_3,8322845_5,16782430_1,13273244_1
15941511_1,17978368_2,11926993_4,19755144_5,4048337_5,16324920_3,22950034_1,10791924_1
8054662_1,4194512_1,18365634_5,4995714_4,6876246_2,15129526_5,12796032_3,17679130_1
7827959_1,14500953_1,9899609_1,23894363_1,3617381_3,16820410_3,6195082_4,17122054_3
15143109_5,12291911_5,1059745_4,18582677_5,17711391_1,22196114_1,18730480_2,9436787_2
10774920_5,3382794_4,24081185_5,18571247_3,15762288_5,1225115_5,12500714_5,9326218_1
13441463_4,1593067_2,6360779_3,10342298_2,8945405_5,9889375_5,14300746_5,17619383_5
12080203_2,17167846_3,3767747_4,5065628_4,13671312_3,983106_3,28515471_1,12966724_5
7898588_4,7827959_1,7393021_3,17591929_5,16079296_4,1265300_3,5627684_5,16104481_3
7746685_5,3836825_5,16381683_3,1064007_4,3156469_2,4529327_2,12399903_3,10529240_3
